yummy,convenient,spicy,fattening,greasy,fast,cheap,tasty,expensive,healthy,disgusting,Like,Age,VisitFrequency,Gender,Cluster,PCA1,PCA2
1,1,0,1,1,1,1,1,0,0,0,10,18,4,0,2,0.8721483064944008,0.16391717922511106
0,1,0,1,1,1,1,0,0,0,0,6,27,5,0,2,-0.584229005911415,-1.138854409631773
0,1,0,1,1,1,0,0,1,0,0,4,61,5,0,3,-1.6830298666297625,0.23658759101837418
0,1,0,1,0,1,1,0,0,0,0,7,47,5,1,1,-0.4516432419639641,-1.7207817855041676
1,1,0,1,1,1,1,1,0,0,0,7,20,0,1,2,0.9661046253886499,0.6832759350842522
1,1,0,1,1,1,1,1,0,0,0,3,26,4,1,2,1.1933321399852252,0.6132544063972152
0,1,0,1,0,1,1,0,0,0,0,7,65,5,0,1,-0.36741279090789347,-2.470363736451231
0,0,1,1,1,0,0,0,1,0,1,9,64,2,1,3,-4.870928248757846,0.3273103588665956
1,1,0,1,1,1,1,1,0,1,0,10,20,4,1,2,1.280201305449527,0.29852959260438294
1,1,0,1,1,0,0,1,1,0,0,1,29,3,0,2,-0.2375554226241063,3.0924178869476613
1,1,1,1,1,1,0,1,1,0,0,1,45,3,0,2,0.38447630505416996,2.0222355815717767
1,0,0,1,0,1,1,1,0,0,0,8,31,5,0,1,0.3523636202622816,-0.6053824695059369
1,1,0,1,1,1,1,1,0,0,0,10,41,4,0,2,0.7604611452451208,-0.42481319832364195
0,0,0,1,0,1,0,0,1,0,0,9,61,2,0,3,-2.6239086097563757,-0.4400588210035353
0,0,0,1,1,1,0,0,1,0,1,9,69,2,0,3,-4.091054807103135,-0.5643991388366346
0,1,0,1,1,1,1,0,0,0,1,0,28,3,1,3,-1.2322852107492734,-0.7261426808994494
0,1,0,0,0,1,0,0,0,0,0,2,68,3,1,0,-0.2667601335712687,-1.2952993327511457
0,0,0,1,0,1,1,0,0,0,0,7,60,2,1,3,-1.553181290887599,-2.1626350204403506
1,1,0,1,1,1,0,1,0,0,0,8,56,5,0,2,0.2945576653240254,0.29427503825135803
0,1,0,1,0,1,0,0,1,0,0,8,61,5,0,3,-1.5095453244142603,-0.2787838667350109
0,1,1,1,1,1,0,1,1,0,0,8,61,4,1,3,-1.2265891664316706,0.8424560306403219
0,1,0,1,0,1,1,0,0,0,0,7,63,5,1,1,-0.5293386584852023,-2.1303333524946044
0,1,0,1,0,1,1,1,0,0,0,2,40,3,0,1,1.043895751956764,-0.9196025418776518
0,1,0,1,1,1,1,1,0,1,0,4,36,0,1,2,0.8874692310218624,-0.335254167360578
1,1,0,1,1,1,1,0,0,0,0,0,30,3,0,2,0.6988445398649814,-0.1774709836522336
1,1,0,1,0,1,0,1,1,0,0,3,32,3,0,1,0.7393880581149613,2.03686077874704
1,1,0,0,0,1,0,1,1,1,0,10,37,1,1,0,1.041405974167766,1.4015423617158485
1,1,0,1,0,0,1,1,0,1,0,2,61,4,1,1,1.499903186495873,-0.07236987875646665
1,1,0,1,1,1,0,1,1,0,0,2,34,3,0,2,0.3283333018083441,2.3444911880904065
1,1,0,1,1,1,0,1,1,0,0,0,24,3,1,2,0.3571606671756279,2.9936620905663944
1,1,0,1,1,0,0,1,1,0,0,0,39,3,1,2,-0.3818000902503571,3.177466963173532
0,1,0,1,0,1,0,1,1,0,0,8,50,0,1,1,-0.682036062176153,1.0354211780798321
1,1,0,1,0,1,0,1,1,1,0,0,46,3,1,1,1.3170277817051188,2.0208566194196984
1,1,0,1,0,1,0,0,1,0,0,1,43,3,0,1,-0.048543782111751844,1.272318358431548
1,1,0,1,0,1,1,1,0,0,0,3,36,3,1,1,1.6339300346368777,0.08193497960157042
1,0,0,0,1,0,0,1,1,0,1,9,26,4,1,3,-2.622630332182095,2.189670114259065
1,1,0,1,0,1,1,1,0,1,0,1,32,3,0,1,2.5662999287563686,-0.10317891053924472
0,0,0,1,1,0,0,0,1,0,1,9,50,2,0,3,-4.664912804421489,0.48970281362518087
0,1,0,1,1,1,1,0,0,0,0,5,56,5,0,3,-0.6490991860141727,-1.8289842572898682
1,1,0,1,0,1,1,1,0,0,0,2,57,0,0,1,1.8151311726191333,-0.5983786518086964
1,1,0,1,1,1,1,1,0,0,0,4,25,5,1,2,1.1103734027818393,0.5553767215435687
0,1,0,1,1,1,1,1,0,0,0,4,47,3,0,2,0.3807028909612996,-0.8965040997550116
1,1,0,1,0,1,0,1,1,0,0,8,32,5,1,1,0.16426257497461005,2.002200798712549
1,1,0,1,0,1,1,1,0,1,0,2,32,4,0,1,2.478485228020405,-0.18665356832979355
0,1,0,1,1,1,1,1,0,1,0,8,57,0,0,2,0.6533207421122538,-1.3703565071666344
1,1,0,1,1,1,1,1,0,0,0,10,42,4,1,2,0.5839673870700796,-0.1615737331777223
0,1,0,1,0,1,1,0,0,0,0,1,31,4,1,1,0.09363068700317159,-0.9668437231628243
0,0,0,1,1,1,0,0,1,0,1,6,37,5,0,3,-3.743391502216629,0.3173742268450217
1,1,0,0,0,1,1,1,1,1,0,2,33,0,0,0,2.3850592732928413,0.6338746598728169
1,1,0,1,0,1,0,1,0,0,0,4,46,0,0,1,1.18353363357108,0.6087937013559546
1,1,0,1,0,1,0,1,1,0,0,1,41,0,0,1,0.8831757261876688,2.0047296281744944
0,1,0,0,0,1,1,0,0,1,0,4,60,0,1,0,0.7782781990724833,-2.234011878157252
1,1,0,1,0,1,1,1,0,1,0,1,42,3,1,1,2.3461024987881314,-0.07031220182544586
0,1,0,1,0,1,1,1,0,0,0,0,45,3,0,1,1.1715214589778506,-0.9432226715380202
1,1,0,1,1,1,0,0,0,0,0,8,36,0,1,2,-0.6070729327493414,0.6641719334309031
1,1,0,1,0,0,0,1,1,1,0,1,44,3,1,1,0.5846656419909628,2.587627664442104
1,1,1,0,1,0,0,1,1,0,0,0,34,3,1,0,0.0925638344760846,2.822132636561058
1,0,0,1,1,1,1,1,0,0,0,1,22,0,1,2,0.33811293419335675,0.742206736690992
0,1,0,1,1,1,1,0,0,0,1,7,64,0,1,3,-1.9031834191340364,-1.9190334083770009
1,1,0,0,0,1,1,1,0,1,0,10,36,3,1,0,2.1081416862070794,-0.7768195913848859
1,1,0,1,1,1,1,1,0,0,0,10,23,3,1,2,0.6880926325830269,0.35606104290189877
0,1,0,1,0,1,1,1,0,0,0,7,69,0,0,1,0.5588948129840166,-1.8289497237727443
0,1,0,1,1,1,1,0,0,0,0,9,64,2,0,3,-0.9561721284608082,-2.148612639997941
1,1,0,1,0,1,1,1,0,0,0,3,53,0,1,1,1.5869644697649925,-0.2593366894903368
0,1,0,1,1,0,0,0,0,0,1,7,40,2,0,3,-2.8379552941574238,-0.058397223987581834
0,1,0,1,0,1,1,0,0,0,1,7,56,0,0,3,-1.2154023246475043,-2.3097360506697036
0,1,0,1,1,0,0,1,0,0,0,1,48,4,0,2,-0.6073856415990495,0.8008835921093637
1,0,0,1,0,1,1,1,0,1,0,10,62,3,0,1,0.6630498235191071,-1.5436988638468423
1,1,0,0,0,1,1,1,0,1,0,1,65,0,0,0,2.85811721466461,-1.2444500661937994
1,1,0,0,0,1,0,1,1,0,0,3,34,3,1,0,0.9745166037087069,1.8840553513838467
0,1,0,1,1,1,0,0,0,0,1,9,27,2,0,3,-2.260611988480568,-0.39776077749266675
1,1,0,1,0,1,1,1,0,0,0,1,25,0,1,1,1.8748369733611332,0.5617432877670707
1,1,0,1,1,1,1,1,0,0,1,4,55,5,0,2,0.1853293939442894,-0.7275754266893022
1,1,0,1,0,1,1,1,0,0,0,10,38,4,0,1,1.2523246274263022,-0.654664267218034
1,1,0,1,0,1,0,1,1,1,0,0,52,3,0,1,1.4595297951521182,1.5784383437154628
1,1,0,1,0,0,0,1,1,0,0,2,36,3,1,1,-0.0418421327531492,2.8432511592549967
1,1,0,1,1,1,1,1,0,0,0,4,36,3,1,2,1.0806816807114417,0.3363945997945979
1,1,0,1,0,1,0,1,1,0,0,8,52,3,0,1,0.2625049757534796,1.264009482448636
1,1,0,1,1,1,1,1,1,0,0,10,49,4,0,2,0.16911742491224344,0.48181497777895355
0,1,0,1,0,1,0,1,0,0,0,1,58,3,0,1,0.4993335574899266,-0.298195301346953
1,1,1,0,0,1,1,1,0,1,0,2,67,3,0,0,2.7704725498377276,-1.5345745221398825
0,1,0,1,1,1,1,1,0,0,1,0,56,0,0,2,-0.2746068137847108,-1.0504770373463945
1,1,0,1,1,0,0,1,1,0,0,1,43,4,0,2,-0.3174008504741666,2.7027679755525518
1,1,0,1,0,1,1,1,0,0,0,0,43,4,0,1,1.987572433183283,-0.2608254567818304
1,1,0,1,1,1,0,1,1,0,1,0,23,0,0,2,-0.381762656970092,2.5980929742129266
1,1,0,1,1,1,1,1,1,0,0,0,29,4,1,2,0.8541265243411951,1.8044145497205366
0,1,0,1,1,0,0,0,1,0,1,7,32,5,1,3,-3.5588272077934566,1.4527420863528402
0,1,0,1,1,1,1,0,0,0,0,0,35,4,0,2,-0.1554982017261368,-0.999243697776085
1,1,0,0,1,1,0,1,1,0,1,1,46,4,1,0,-0.3720098614783657,1.730399586548804
0,1,0,0,0,1,1,1,0,1,0,2,55,3,0,0,1.9769372869322122,-1.797035134333142
1,1,0,1,0,1,1,1,0,0,0,3,45,4,0,1,1.7500022190921678,-0.46856650519184956
1,1,0,1,0,0,0,1,1,0,0,1,39,0,1,1,0.055128554173035936,2.9125194787917934
0,1,0,0,0,1,0,1,1,1,1,6,52,5,1,0,-0.5442740660658012,0.21244599539284853
1,1,0,1,0,1,0,1,1,0,0,2,53,3,0,1,0.7133655862728229,1.551506714584163
1,1,1,1,1,1,0,1,0,0,0,2,44,3,1,2,0.694237723674555,1.1730826654816162
0,1,0,1,1,1,1,1,0,0,0,0,55,5,0,2,0.6219423552806738,-0.9551349937588987
1,1,0,1,0,1,1,1,0,1,0,10,21,1,0,1,1.9598645433247932,-0.2286689352850083
0,1,0,0,0,1,1,1,0,0,0,0,48,3,1,0,1.4017940410390193,-1.1216250718381158
1,1,1,1,1,0,0,1,1,0,0,2,57,3,0,2,-0.4158693241160696,2.23064900547755
1,1,0,1,1,1,0,1,1,0,0,2,26,4,1,2,0.18368127703252268,2.806811119389969
1,1,0,0,0,1,1,1,0,0,0,1,52,3,0,0,2.2962562047434405,-0.9025362100197556
1,1,0,1,1,1,0,1,1,0,0,3,28,4,1,2,0.09801658762538112,2.703434806004093
0,1,0,0,0,1,0,1,0,0,0,1,58,3,1,0,0.7441740301488271,-0.39980678283634147
1,1,0,0,0,0,1,1,0,1,0,10,34,3,1,0,1.45173230883491,-0.15786617885040963
1,1,0,1,0,1,1,0,0,0,0,7,39,0,1,1,0.46471514380079354,-0.6970489914557001
1,1,1,1,1,1,0,1,1,0,0,2,20,3,1,2,0.2582848363841543,2.8988139755650852
0,1,0,1,0,1,0,0,0,0,1,8,61,5,0,3,-1.9080522098446935,-1.6163943483758045
1,1,0,1,0,0,0,0,1,0,0,3,35,4,1,1,-1.0112226360088707,2.1980330213676402
0,1,0,1,1,1,0,0,1,0,1,9,27,2,1,3,-2.98474579519529,1.0024796201879689
1,1,0,1,1,1,1,1,0,0,0,2,50,3,0,2,1.336241510581795,-0.20643472438071322
1,1,0,1,1,1,1,1,0,0,0,2,58,3,0,2,1.297393802321176,-0.41121050787593166
0,1,0,1,1,1,1,0,0,0,1,4,29,3,0,3,-1.369314429007334,-1.2493055619674598
1,1,0,1,1,1,0,1,1,0,0,2,23,4,1,2,0.19824916763025485,2.883602038200676
1,1,0,0,0,1,0,1,0,0,0,1,47,0,1,0,1.6513764297233635,0.6381323494658782
1,1,0,1,1,1,1,1,0,0,0,1,58,0,0,2,1.4089323798450935,-0.26515126952842816
0,1,0,1,0,1,0,0,1,0,0,8,49,3,0,3,-1.4275498852353778,0.0909643890647714
1,1,0,1,0,1,0,0,0,0,0,0,27,3,0,1,0.6576004088237316,0.622648333336243
1,1,0,1,1,1,1,1,0,0,0,10,20,1,0,2,0.8980221946111766,0.20660010418673835
1,1,0,1,1,0,0,1,1,0,1,8,43,0,1,3,-1.9242631254373217,2.5252904801218024
0,1,0,1,0,1,0,0,1,0,1,8,62,0,0,3,-2.406094493479645,-0.3741259103225065
0,0,0,1,0,1,1,0,0,0,1,9,55,5,0,3,-2.495757915950844,-2.7479347217412156
0,0,0,1,1,1,1,1,0,0,0,6,62,5,0,3,-0.9417623016813474,-1.650377466981529
0,1,0,1,1,1,1,0,0,0,1,6,56,5,0,3,-1.6760548458588511,-2.1073731468449197
0,1,0,1,0,1,1,0,0,0,0,7,60,2,1,1,-0.47918495270553957,-1.9596655628484654
1,1,0,1,0,1,1,1,0,0,0,0,42,3,0,1,2.004290335109837,-0.20393619356645076
1,1,0,1,1,1,1,1,0,0,0,3,26,4,0,2,1.364969934627689,0.32441796831439323
0,1,0,1,0,1,1,0,0,0,0,4,55,5,0,1,-0.09099486855615929,-2.0578469045459937
1,1,0,1,0,1,0,1,0,0,0,3,42,4,1,1,1.059824701825005,0.927031237584548
0,1,0,0,0,1,1,1,0,1,0,2,67,5,0,0,1.8949418477533297,-2.1667833901329243
1,1,0,1,0,1,0,1,1,0,0,2,43,4,1,1,0.5784254885621561,2.06502059175753
0,1,0,1,1,1,1,0,0,0,0,8,42,3,0,3,-0.7852501067960957,-1.564589158152496
1,1,0,0,0,1,1,1,0,1,0,10,50,4,0,0,2.199934052999483,-1.4553059408628175
0,1,0,1,1,1,1,0,0,0,1,7,20,5,0,3,-1.5771929210280518,-1.2380644886285082
0,0,0,1,0,1,0,0,1,0,1,9,50,2,1,3,-3.6931337030431792,-0.09586220265776797
1,1,1,1,1,1,0,1,1,0,0,0,60,5,1,2,0.1922279429770784,1.916715212556181
1,1,0,1,1,1,1,1,0,0,0,4,21,2,1,2,1.1653830720940794,0.7516414841266099
1,1,0,1,0,1,0,1,1,0,0,3,33,3,1,1,0.5628942999399201,2.3001002438929596
1,1,0,1,0,1,1,0,0,0,0,8,68,0,0,1,0.41957723365652616,-1.7803800122207607
1,1,0,1,1,1,1,1,0,0,0,2,26,3,1,2,1.2811468407211888,0.696729064187764
1,1,0,1,0,1,1,1,0,0,0,0,60,3,0,1,1.916882991523444,-0.6646817064306921
1,1,0,1,1,1,0,1,1,0,0,2,52,0,0,2,0.27651177340388156,1.977622546061597
1,1,1,0,0,1,1,1,0,1,0,3,70,0,0,0,2.7155377120799393,-1.5696709376272289
0,0,0,1,1,1,1,0,1,0,1,9,44,5,0,3,-3.4721339207482,-1.0483220721323776
1,1,0,1,1,1,0,1,1,0,0,1,23,0,0,2,0.49328747819061275,2.7721171287438353
0,1,1,1,0,1,0,0,0,0,0,4,62,0,0,1,-0.5651786947745575,-1.1434651495538293
0,1,1,1,0,1,1,1,0,0,0,1,59,4,0,1,1.0493291085479939,-1.4779262221699763
1,1,0,0,0,1,1,1,0,1,0,10,66,4,0,0,2.122238636478244,-1.8648575078532543
0,1,0,1,0,1,0,0,1,1,0,0,44,3,1,1,-0.37788304281631585,0.8222145530989317
1,1,0,1,1,1,0,1,1,0,0,2,25,3,1,2,0.20039917895907694,2.863700382605349
1,1,0,1,0,0,0,1,1,1,0,2,41,3,1,1,0.5232807702467084,2.6122362157407393
1,1,0,0,0,1,1,1,0,0,0,3,41,1,1,0,2.0498523610633086,-0.3739132240981969
1,1,0,0,0,1,1,1,0,1,0,2,33,4,1,0,2.718469737146729,-0.3138620227560843
0,1,0,1,1,1,0,0,1,0,1,0,45,3,0,3,-2.2288024214553155,0.691246686571072
1,1,0,1,0,1,1,1,0,1,0,10,23,1,0,1,1.9501526162596383,-0.2798628811588129
0,0,0,1,1,1,0,0,1,0,1,7,52,5,0,3,-3.8921837175472764,-0.11876273472058438
0,1,0,1,0,1,1,0,0,0,0,1,63,3,0,1,0.12173958699713555,-2.043491004948043
1,1,1,1,1,1,1,1,1,1,1,3,48,3,0,2,0.38951032615494835,0.48187294098133326
0,1,0,1,1,1,0,1,1,0,1,9,52,2,1,3,-2.2197231174573893,0.9498957497991207
0,0,0,1,1,1,1,0,1,0,1,9,50,2,1,3,-3.637321681404197,-0.8191906008355375
1,1,0,1,1,1,1,1,0,1,1,1,28,3,1,2,0.9857874991580738,0.3684808849533055
1,1,0,1,1,1,0,1,1,0,1,0,24,3,1,2,-0.5938422303270637,2.767455568523414
0,1,0,1,0,0,0,0,1,0,0,8,45,4,0,3,-2.0861092739363696,0.7298194571945751
1,1,0,1,1,0,0,0,1,0,0,1,26,0,0,2,-1.073823482896779,2.6757452235600905
1,1,0,1,1,1,0,1,0,0,1,0,19,0,1,2,0.018519414590012072,1.8779133444455438
0,1,0,1,0,1,0,1,1,0,0,1,45,0,1,1,-0.12608690811935871,1.5286826153488444
0,1,0,0,0,1,0,0,1,1,0,0,44,0,1,0,0.07418103966697923,0.525643504362153
1,1,0,1,1,1,0,1,0,0,0,1,47,3,1,2,0.7220167556566192,1.241345385907756
0,1,0,1,0,1,1,1,0,0,0,2,28,3,1,1,0.9305295197052291,-0.32360242855200233
0,1,0,1,0,1,1,0,0,0,0,1,62,0,0,1,0.16218136571164352,-1.9240171611757086
1,1,1,0,1,1,1,1,0,0,0,4,33,4,1,0,1.5334717399787519,-0.10142596297015795
1,1,0,0,0,0,1,1,0,1,0,2,67,0,0,0,2.1063312208201443,-0.7800669129190034
1,1,0,0,0,1,1,1,0,1,0,0,67,5,0,0,2.865048357971558,-1.399923095947919
1,1,1,1,1,1,1,1,1,0,1,1,49,3,1,2,-0.2244806279988637,0.9525072199811414
1,1,0,1,1,1,1,1,0,0,0,3,33,4,0,2,1.3309781898996473,0.1452391577560771
1,1,0,0,0,1,1,1,0,1,0,10,51,1,0,0,2.2306639046488357,-1.387026042964288
1,1,0,0,0,1,1,1,0,1,0,2,52,4,0,0,2.7978442246702215,-1.0890409466400501
1,1,1,1,1,1,1,1,1,1,0,10,30,1,1,2,0.7483373129956157,1.1549694219438307
1,1,0,1,0,1,0,1,1,0,0,1,60,3,0,1,0.7553266038867678,1.4245102715379183
0,1,0,1,0,1,0,0,1,0,0,6,47,0,0,3,-1.2303466183043188,0.34039994079815095
0,1,0,0,0,1,0,1,1,0,0,1,44,3,1,0,0.25966150753265255,1.0699547978781045
1,1,0,1,0,1,0,1,1,0,0,1,43,0,0,1,0.873463799122514,1.9535356823006897
0,1,0,1,1,1,1,0,0,0,0,5,46,3,1,3,-0.7484534685429088,-1.2215935092810686
0,1,0,1,0,1,0,1,0,0,0,0,40,3,0,1,0.6626936634183064,0.21473257902936
0,1,0,1,1,1,0,0,0,0,0,8,48,5,0,3,-1.371217378001945,-0.7507851904479956
0,1,0,1,1,1,0,0,1,0,1,8,53,3,0,3,-2.875272228451829,0.06901196297928132
1,1,0,1,0,1,0,1,1,0,0,3,35,0,1,1,0.588768188056696,2.342783168854587
0,1,0,1,0,1,1,0,0,1,0,7,51,0,1,1,0.1776453165383552,-1.7697383046891357
1,1,0,1,1,1,1,0,1,0,0,1,26,3,1,2,-0.08181817506141781,1.2729749382639397
0,1,0,1,1,1,0,0,1,0,0,5,46,0,0,3,-1.6268334840132042,0.724821268952224
1,1,0,1,1,1,1,1,0,0,0,1,39,3,0,2,1.4656098717821333,0.1273143454372836
1,1,0,1,0,1,1,1,0,0,0,8,38,5,1,1,1.2207304190738353,-0.2927553843895464
1,1,0,1,0,1,1,1,0,0,0,3,40,3,0,1,1.7861439751490318,-0.3092893502288607
1,1,0,1,0,1,1,1,0,0,0,10,36,3,0,1,1.273898492885434,-0.572178031065752
0,1,0,1,0,1,1,0,0,0,0,8,56,2,0,1,-0.3640760662747531,-2.19829647669575
1,1,0,1,1,1,1,1,0,0,0,10,23,3,0,2,0.8597304272254906,0.06722460481907687
1,1,0,1,0,1,1,1,0,0,0,10,39,3,0,1,1.2593306022877018,-0.6489689498764588
0,1,0,1,1,1,1,0,0,0,1,5,22,0,0,3,-1.3756896314393487,-1.0284322480857833
1,1,0,0,0,1,1,1,0,0,0,2,27,3,1,0,2.1700647360734253,-0.02595781602644771
1,1,0,1,1,1,1,1,0,0,0,8,23,0,0,2,1.0472217670913948,0.26546621067865184
1,1,0,1,1,1,1,1,0,0,0,1,21,0,0,2,1.588603030550457,0.6819367291369572
1,1,1,1,1,1,1,1,1,1,1,2,33,0,1,2,0.40225056202506293,1.300723211465193
0,0,0,1,1,1,1,0,0,0,1,9,24,2,0,3,-2.7869328228424637,-1.5539097021567136
1,1,0,1,1,1,1,1,0,1,0,10,22,1,0,2,1.4777129882087663,0.05237607948318844
0,0,0,1,1,1,1,0,0,0,1,9,54,0,0,3,-2.9088878520318318,-2.259234309706828
0,1,1,1,1,0,0,0,1,0,1,6,56,0,0,3,-3.33486424385879,0.6653508449640464
1,1,0,1,1,1,1,1,0,0,0,3,20,3,1,2,1.2343298595746666,0.7981285342971064
1,1,1,0,0,0,0,1,1,1,0,3,41,3,0,0,1.06904990961074,1.7878982188488601
0,1,1,0,0,1,0,1,1,0,0,3,70,3,1,0,0.015106770763857143,0.20719749476972657
1,1,0,1,1,1,1,1,0,1,0,3,54,3,0,2,1.8302676147722434,-0.4640350624701394
1,1,0,1,1,1,0,1,1,1,0,2,23,3,1,2,0.7995138266869762,2.8118642496494077
1,1,0,0,0,1,1,1,0,1,0,1,61,3,0,0,2.841955253612989,-1.235939045281622
0,1,0,1,0,1,0,1,1,0,0,0,52,4,0,1,0.04006415056114257,0.9876805731058685
1,1,0,1,0,1,1,1,0,1,0,2,61,4,0,1,2.3376622855756604,-0.9289657834999603
0,1,1,1,0,1,1,0,0,0,1,5,66,0,0,3,-1.0784505955271142,-2.5542123167393584
1,1,0,1,1,1,0,1,1,0,0,0,40,3,0,2,0.4511030452968533,2.2952740854931357
1,1,1,1,1,1,1,1,1,1,1,10,26,2,1,2,-0.19510366877074314,0.9998585013699827
0,1,0,0,1,1,0,0,1,1,0,1,32,3,1,0,-0.4563815670494588,0.9933899289625764
1,1,0,1,1,1,1,1,0,0,0,5,60,0,1,2,0.9237716087695277,-0.23623824736769697
1,1,0,1,0,1,1,1,0,0,0,2,38,3,1,1,1.7001708699137095,0.08292340123983734
1,1,0,1,1,1,0,1,1,0,0,2,29,0,1,2,0.21656114001069793,2.8551893616931716
0,0,0,1,1,1,0,0,1,0,0,9,69,2,1,3,-3.3116897042429074,-0.049356178710832685
0,1,0,1,1,1,1,0,0,0,0,1,64,5,1,3,-0.5557736395493086,-1.5361941326539788
0,1,0,1,1,1,0,0,0,0,1,9,40,2,1,3,-2.4953773090465377,-0.4416849875895748
1,1,0,1,1,1,0,1,1,0,0,0,42,3,1,2,0.2697533235892348,2.532916577702153
1,1,0,1,0,1,1,1,0,0,0,9,64,3,0,1,1.2138842763152535,-1.236710905786945
1,1,0,1,1,1,0,1,1,1,0,10,22,4,1,2,0.18488575308968275,2.3887099922112607
1,1,0,1,1,1,1,1,0,0,0,1,57,0,0,2,1.4137883433776708,-0.2395542965915259
1,1,0,1,1,1,0,1,1,0,0,1,28,0,0,2,0.4690076605277258,2.6441322640593237
1,1,0,1,0,1,1,1,0,1,0,10,41,3,0,1,1.8390213958852915,-0.8031929745800089
1,1,1,1,1,1,0,1,1,0,0,8,56,1,1,2,-0.34852254805259864,1.7268133253211275
1,1,0,0,0,1,1,1,0,1,0,2,50,3,0,0,2.8194180901293535,-1.0065547104877681
0,1,0,1,1,1,1,0,1,0,1,9,68,2,1,3,-2.6507326868085315,-1.076966656107894
0,1,0,1,0,1,0,1,1,0,1,9,62,5,1,3,-1.8265729763816443,0.2934071618895666
1,1,0,1,1,1,1,1,0,0,0,3,58,0,0,2,1.25702685516112,-0.36951600455257116
1,1,0,0,0,1,1,1,0,1,0,10,47,1,1,0,2.078449964136682,-0.9958017131338567
1,1,0,1,0,1,0,1,1,1,0,2,35,3,0,1,1.3901756505219602,1.909222148618659
1,1,1,1,0,1,1,1,0,0,0,3,58,3,1,1,1.5607046766823653,-0.574069696735055
1,1,0,1,1,1,1,1,0,0,0,10,21,4,0,2,0.8575804158966687,0.08712626041440417
1,1,0,1,0,1,1,1,0,1,0,2,53,0,0,1,2.423957747412187,-0.5990208388908326
1,1,0,1,0,1,1,1,0,1,0,10,38,3,0,1,1.8535892864830237,-0.726402055769302
1,1,0,1,0,1,0,1,1,0,0,10,59,3,1,1,-0.09503008830099935,1.269302374948999
1,1,0,1,1,1,0,1,1,0,0,3,39,4,0,2,0.21623878340949348,2.133031665615346
1,1,0,1,1,1,0,1,0,0,0,1,36,0,0,2,0.9826559643393649,1.3279525209662912
1,1,0,1,1,1,1,1,0,0,0,10,26,1,0,2,0.8688864134157123,0.05301826656532456
0,1,0,1,0,1,0,1,1,0,0,4,53,4,1,1,-0.44024065698184556,1.042190568203502
1,1,0,0,0,1,1,1,0,1,0,10,64,3,0,0,2.143812501937376,-1.7823712717009723
0,1,0,1,1,1,0,1,1,1,1,6,56,0,0,3,-1.2265242924685764,0.6747730242321135
0,1,0,1,1,1,0,0,1,0,0,9,65,2,1,3,-2.218269511930539,0.2560011706286614
0,0,0,0,1,0,0,0,0,0,1,9,40,2,1,3,-3.819016684364556,-0.4673428980929983
1,1,0,0,0,1,1,1,0,1,0,10,68,3,1,0,1.952750853164603,-1.5959227253657597
1,1,0,1,0,1,1,1,0,0,0,3,65,1,1,1,1.516830968980087,-0.5977926550116417
1,1,0,1,1,1,1,1,0,0,0,1,52,3,0,2,1.4024823458586273,-0.20544630274244632
0,1,0,1,0,1,1,0,0,1,0,7,37,5,0,1,0.35795690866701807,-1.8566785730477118
0,0,0,1,1,1,1,0,1,0,1,9,32,5,1,3,-3.5855001529997343,-0.45232195880672804
1,1,1,1,0,1,1,1,0,0,0,10,51,4,0,1,1.2228029412649866,-1.080296187122539
1,1,0,1,1,1,1,1,0,1,0,2,52,0,0,2,1.9515181193613156,-0.26678187824883126
1,1,0,0,0,1,0,1,1,1,0,3,57,0,0,0,1.6594557729465658,0.9973353277579585
1,1,0,1,0,1,1,1,0,1,0,10,55,0,0,1,1.8066237216111387,-1.0676737248612094
0,1,0,1,0,1,0,1,1,0,0,8,38,3,0,1,-0.48771252032469115,0.9598715444044063
0,1,0,1,1,1,1,0,0,0,0,1,44,4,0,2,-0.27515463586132005,-1.2817988217202774
1,1,0,1,0,1,0,1,1,0,0,2,56,5,0,1,0.6750738188871369,1.4121312152165013
0,1,0,1,1,0,0,0,0,0,0,0,67,5,0,3,-1.521979890822345,-0.2519092694918955
1,1,0,1,0,1,0,1,0,1,0,2,43,3,0,1,1.9038239543335993,0.5930424055256271
0,1,0,1,0,1,1,1,0,0,0,0,39,0,1,1,1.064605260712782,-0.40692752499835255
1,1,0,1,1,1,1,1,0,0,0,1,27,4,0,2,1.5120194957790851,0.40318573040163397
1,1,0,1,1,1,0,1,0,0,0,0,29,5,0,2,1.033290779439509,1.4028522476442924
0,1,0,0,1,1,1,0,0,0,0,4,24,5,1,0,-0.17291511797080875,-1.059310237286312
0,1,0,1,1,1,0,0,1,0,1,9,37,0,1,3,-3.0095815537331103,0.8090944713759007
1,1,0,1,1,1,0,1,1,0,1,0,22,3,0,2,-0.4124925086194452,2.529813076314397
0,1,0,1,0,1,0,1,1,1,1,5,55,2,0,3,-0.6921438517985167,0.3833257964190335
0,1,0,1,1,1,1,0,0,0,0,5,50,5,1,3,-0.7916011994611721,-1.3865659815856326
1,0,0,0,0,1,0,1,1,1,0,0,26,3,1,0,0.756628981475972,1.9393787009936494
0,1,0,1,0,1,1,1,0,0,0,8,55,0,0,1,0.5509255400981132,-1.5227744701681836
1,1,0,1,0,1,1,1,0,0,0,1,48,3,0,1,1.8992017915723862,-0.40970039869993613
1,1,0,1,0,1,0,1,1,0,0,3,25,4,0,1,0.7615178644490261,2.1847472990268786
1,1,0,1,1,1,1,1,1,0,0,3,32,1,1,2,0.6472861618994333,1.664953399209047
